code,parent_code,name
363.14,363.1,"Disseminated retinitis and retinochoroiditis, metastatic"
839.49,839.4,"Closed dislocation, vertebra, other"
945.25,945.2,"Blisters, epidermal loss [second degree] of knee"
752.41,752.4,"Embryonic cyst of cervix, vagina, and external female genitalia"
836.63,836.6,"Medial dislocation of tibia, proximal end, open"
711.74,711.7,"Arthropathy associated with helminthiasis, hand"
726.60,726.6,"Enthesopathy of knee, unspecified"
E817.4,E817,Noncollision motor vehicle traffic accident while boarding or alighting injuring occupant of streetcar
E990.3,E990,Injury due to war operations from fire caused indirectly from conventional weapon
635.41,635.4,"Legally induced abortion, complicated by metabolic disorder, incomplete"
E824.6,E824,Other motor vehicle nontraffic accident while boarding and alighting injuring pedal cyclist
327.29,327.2,Other organic sleep apnea
438.83,438.8,"Other late effects of cerebrovascular disease, facial weakness"
E901.9,E901,Accident due to excessive cold of unspecified origin
304.70,304.7,"Combinations of opioid type drug with any other drug dependence, unspecified"
712.39,712.3,"Chondrocalcinosis, unspecified, multiple sites"
E846,E846-E848.9,Accidents involving powered vehicles used solely within the buildings and premises of industrial or commercial establishment
948.95,948.9,"Burn [any degree] involving 90 percent or more of body surface with third degree burn, 50-59%"
649.04,649.0,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
658.30,658.3,"Delayed delivery after artificial rupture of membranes, unspecified as to episode of care or not applicable"
943.43,943.4,"Deep necrosis of underlying tissues [deep third degree] without mention of loss of a body part, of upper arm"
945.33,945.3,Full-thickness skin loss [third degree NOS] of ankle
295.72,295.7,"Schizoaffective disorder, chronic"
807.00,807.0,"Closed fracture of rib(s), unspecified"
333.82,333.8,Orofacial dyskinesia
521.23,521.2,"Abrasion, extending into pulp"
016.03,016.0,"Tuberculosis of kidney, tubercle bacilli found (in sputum) by microscopy"
039.1,039,Pulmonary actinomycotic infection
039.4,039,Madura foot
039.3,039,Cervicofacial actinomycotic infection
039.2,039,Abdominal actinomycotic infection
039.0,039,Cutaneous actinomycotic infection
039.8,039,Actinomycotic infection of other specified sites
039.9,039,Actinomycotic infection of unspecified site
364.00,364.0,"Acute and subacute iridocyclitis, unspecified"
685.0,685,Pilonidal cyst with abscess
685.1,685,Pilonidal cyst without mention of abscess
372.14,372.1,Other chronic allergic conjunctivitis
290-299.99,290-319.99,PSYCHOSES
833.19,833.1,"Open dislocation of wrist, other"
806.72,806.7,Open fracture of sacrum and coccyx with other cauda equina injury
307.59,307.5,Other disorders of eating
743.10,743.1,"Microphthalmos, unspecified"
649.33,649.3,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
669.41,669.4,"Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition"
478.19,478.1,Other disease of nasal cavity and sinuses
E843.4,E843,"Fall in, on, or from aircraft injuring occupant of commercial aircraft (powered) in surface to air transport"
707.14,707.1,Ulcer of heel and midfoot
560.39,560.3,Other impaction of intestine
996.45,996.4,Peri-prosthetic osteolysis
770.11,770.1,Meconium aspiration without respiratory symptoms
800.95,800.9,"Open fracture of vault of skull with intracranial injury of other and unspecified nature, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
376.51,376.5,Enophthalmos due to atrophy of orbital tissue
410.42,410.4,"Acute myocardial infarction of other inferior wall, subsequent episode of care"
E953,E950-E959.9,"Suicide and self-inflicted injury by hanging, strangulation, and suffocation"
388.42,388.4,Hyperacusis
202.24,202.2,"Sezary's disease, lymph nodes of axilla and upper limb"
743.62,743.6,Congenital deformities of eyelids
200.64,200.6,"Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb"
202.77,202.7,"Peripheral T cell lymphoma, spleen"
780-799.99,001-999.99,"SYMPTOMS, SIGNS, AND ILL-DEFINED CONDITIONS"
868.14,868.1,"Injury to other intra-abdominal organs with open wound into cavity, retroperitoneum"
800.02,800.0,"Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
800.13,800.1,"Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
V10.82,V10.8,Personal history of malignant melanoma of skin
805.17,805.1,Open fracture of seventh cervical vertebra
415.1,415,Pulmonary embolism and infarction
415.0,415,Acute cor pulmonale
379.61,379.6,"Inflammation (infection) of postprocedural bleb, stage 1"
078.82,078.8,Epidemic vomiting syndrome
719.12,719.1,"Hemarthrosis, upper arm"
E878.6,E878,"Removal of other organ (partial) (total) causing abnormal patient reaction, or later complication, without mention of misadventure at time of operation"
790.93,790.9,Elevated prostate specific antigen [PSA]
V42.81,V42.8,Bone marrow replaced by transplant
V26.49,V26.4,Other procreative management counseling and advice
671.14,671.1,"Varicose veins of vulva and perineum complicating pregnancy and the puerperium, postpartum condition or complication"
641.13,641.1,"Hemorrhage from placenta previa, antepartum condition or complication"
E816.6,E816,"Motor vehicle traffic accident due to loss of control, without collision on the highway, injuring pedal cyclist"
209.34,209.3,Merkel cell carcinoma of the lower limb
718.65,718.6,"Unspecified intrapelvic protrusion of acetabulum, pelvic region and thigh"
339.12,339.1,Chronic tension type headache
454.9,454,Asymptomatic varicose veins
454.8,454,Varicose veins of lower extremities with other complications
454.1,454,Varicose veins of lower extremities with inflammation
454.0,454,Varicose veins of lower extremities with ulcer
454.2,454,Varicose veins of lower extremities with ulcer and inflammation
E985.1,E985,"Injury by shotgun, undetermined whether accidentally or purposely inflicted"
366.01,366.0,Anterior subcapsular polar cataract
173.90,173.9,"Unspecified malignant neoplasm of skin, site unspecified"
800.16,800.1,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
654.71,654.7,"Congenital or acquired abnormality of vagina, delivered, with or without mention of antepartum condition"
362.51,362.5,Nonexudative senile macular degeneration
803.31,803.3,"Other closed skull fracture with other and unspecified intracranial hemorrhage, with no loss of consciousness"
368.00,368.0,"Amblyopia, unspecified"
795.05,795.0,Cervical high risk human papillomavirus (HPV) DNA test positive
420-429.99,390-459.99,OTHER FORMS OF HEART DISEASE
727.05,727.0,Other tenosynovitis of hand and wrist
295.34,295.3,"Paranoid type schizophrenia, chronic with acute exacerbation"
E029,E001-E030.9,Other activity
800.82,800.8,"Open fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
426.89,426.8,Other specified conduction disorders
E948.9,E948,"Mixed bacterial vaccines, except combinations with a pertussis component, causing adverse effects in therapeutic use"
E968.6,E968,Assault by air gun
E855,E850-E858.9,Accidental poisoning by other drugs acting on central and autonomic nervous system
513.1,513,Abscess of mediastinum
513.0,513,Abscess of lung
098.89,098.8,Gonococcal infection of other specified sites
E029.1,E029,Spectator at an event
269.2,269,Unspecified vitamin deficiency
269.0,269,Deficiency of vitamin K
269.3,269,"Mineral deficiency, not elsewhere classified"
269.8,269,Other nutritional deficiency
269.9,269,Unspecified nutritional deficiency
269.1,269,Deficiency of other vitamins
803.03,803.0,"Other closed skull fracture without mention of intracranial injury, with moderate [1-24 hours] loss of consciousness"
202.71,202.7,"Peripheral T cell lymphoma, lymph nodes of head, face, and neck"
E910.2,E910,Accidental drowning and submersion while engaged in other sport or recreational activity without diving equipment
996.88,996.8,"Complications of transplanted organ, stem cell"
041.83,041.8,"Other specified bacterial infections in conditions classified elsewhere and of unspecified site, Clostridium perfringens"
365.05,365.0,"Open angle with borderline findings, high risk"
015.94,015.9,"Tuberculosis of unspecified bones and joints, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
670-677.99,630-679.99,COMPLICATIONS OF THE PUERPERIUM
711.12,711.1,"Arthropathy associated with Reiter's disease and nonspecific urethritis, upper arm"
873.60,873.6,"Open wound of mouth, unspecified site, without mention of complication"
338.18,338.1,Other acute postoperative pain
202.91,202.9,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, lymph nodes of head, face, and neck"
996.91,996.9,Complications of reattached forearm
743.20,743.2,"Buphthalmos, unspecified"
363.62,363.6,Expulsive choroidal hemorrhage
381.04,381.0,Acute allergic serous otitis media
309.24,309.2,Adjustment disorder with anxiety
011.41,011.4,"Tuberculous fibrosis of lung, bacteriological or histological examination not done"
V10.53,V10.5,Personal history of malignant neoplasm of renal pelvis
074.23,074.2,Coxsackie myocarditis
018.01,018.0,"Acute miliary tuberculosis, bacteriological or histological examination not done"
013.11,013.1,"Tuberculoma of meninges, bacteriological or histological examination not done"
378.10,378.1,"Exotropia, unspecified"
E980.8,E980,"Poisoning by arsenic and its compounds, undetermined whether accidentally or purposely inflicted"
804.30,804.3,"Closed fractures involving skull or face with other bones, with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
695.58,695.5,Exfoliation due to erythematous condition involving 80-89 percent of body surface
694.61,694.6,Benign mucous membrane pemphigoid with ocular involvement
370.35,370.3,Neurotrophic keratoconjunctivitis
E005.0,E005,Activities involving dancing
754.69,754.6,Other valgus deformities of feet
440.20,440.2,"Atherosclerosis of native arteries of the extremities, unspecified"
749.23,749.2,"Cleft palate with cleft lip, bilateral, complete"
E801.8,E801,Railway accident involving collision with other object and injuring other specified person
663.21,663.2,"Other and unspecified cord entanglement, with compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
711.67,711.6,"Arthropathy associated with mycoses, ankle and foot"
952.08,952.0,C5-C7 level with central cord syndrome
642.53,642.5,"Severe pre-eclampsia, antepartum condition or complication"
015.04,015.0,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
E995,E990-E999.9,Injury due to war operations by other and unspecified forms of conventional warfare
305.01,305.0,"Alcohol abuse, continuous"
668.94,668.9,"Unspecified complication of anesthesia and other sedation in labor and delivery, postpartum condition or complication"
525.41,525.4,"Complete edentulism, class I"
488.81,488.8,Influenza due to identified novel influenza A virus with pneumonia
803.43,803.4,"Other closed skull fracture with intracranial injury of other and unspecified nature, with moderate [1-24 hours] loss of consciousness"
668.12,668.1,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
173.61,173.6,"Basal cell carcinoma of skin of upper limb, including shoulder"
490-496.99,460-519.99,CHRONIC OBSTRUCTIVE PULMONARY DISEASE AND ALLIED CONDITIONS
982,980-989.99,Toxic effect of solvents other than petroleum based
981,980-989.99,Toxic effect of petroleum products
988,980-989.99,Toxic effect of noxious substances eaten as food
983,980-989.99,"Toxic effect of corrosive aromatics, acids, and caustic alkalis"
989,980-989.99,"Toxic effect of other substances, chiefly nonmedicinal as to source"
986,980-989.99,Toxic effect of carbon monoxide
984,980-989.99,Toxic effect of lead and its compounds (including fumes)
